Pos.,Sexe,Nom,Rànquing. Freqüència,Rànquing. ‰
1650,D,MAXIMILIANA,11,0,02
1650,D,MENNANA,11,0,02
1650,H,MIKHAIL,11,0,02
1650,D,MILAGRO,11,0,02
1650,H,MYKOLA,11,0,02
1650,D,MYRIAM,11,0,02
1650,D,NAVIDAD,11,0,02
1650,H,NELSON,11,0,02
1650,H,NICOLAU,11,0,02
1650,H,PANTALEÓN,11,0,02
1650,H,PASCASIO,11,0,02
1650,H,PERE LLUÍS,11,0,02
1650,D,PERFECTA,11,0,02
1650,H,POMPEYO,11,0,02
1650,D,QUINTINA,11,0,02
1650,D,RAISA,11,0,02
1650,H,RAYMOND,11,0,02
1650,D,SAFIA,11,0,02
1650,H,TEOLINDO,11,0,02
1650,H,VALERI,11,0,02
1650,H,VÍCTOR JOSÉ,11,0,02
1650,D,WALTRAUD,11,0,02
1650,D,ZINAIDA,11,0,02
1650,D,ZINEB,11,0,02
1745,D,ABILIA,10,0,02
1745,H,ALDO,10,0,02
1745,H,AMARO,10,0,02
1745,D,ANA DEL CARMEN,10,0,02
1745,D,ANA MANUELA,10,0,02
1745,H,ANACLETO,10,0,02
1745,D,ANN,10,0,02
1745,D,ANTONIA JOSEFA,10,0,02
1745,H,ANTONIO RAFAEL,10,0,02
1745,H,BELARMINO,10,0,02
1745,H,BELISARIO,10,0,02
1745,D,BELLA,10,0,02
1745,D,CANDELA,10,0,02
1745,D,CARMEN DOLORES,10,0,02
1745,D,CARMEN ELENA,10,0,02
1745,H,CRISANTO,10,0,02
1745,H,DEOGRACIAS,10,0,02
1745,H,DIONIS/DIONÍS,10,0,02
1745,H,DOMENICO,10,0,02
1745,D,ELBA,10,0,02
1745,D,ELDA,10,0,02
1745,H,ELIES/ELÍES,10,0,02
1745,D,ELISEA,10,0,02
1745,H,ELOI,10,0,02
1745,H,ELPIDIO,10,0,02
1745,D,ELSA MARIA/ELSA MARÍA,10,0,02
1745,D,ELVA,10,0,02
1745,D,EZEQUIELA,10,0,02
1745,H,FILOMENO,10,0,02
1745,D,FLOR MARIA/FLOR MARÍA,10,0,02
1745,D,FLORES,10,0,02
1745,D,FRANCISCA ANTÒNIA/FRANCISCA ANTONIA,10,0,02
1745,D,FUENCISLA,10,0,02
1745,H,GALO,10,0,02
1745,D,GENEVIEVE,10,0,02
1745,D,GIOVANNA,10,0,02
1745,H,GRACIANO,10,0,02
1745,D,HILDEGARD,10,0,02
1745,D,IMELDA,10,0,02
1745,D,INGEBORG,10,0,02
1745,H,ION,10,0,02
1745,H,JEAN JACQUES,10,0,02
1745,H,JESÚS JOSÉ,10,0,02
1745,H,JESÚS MIGUEL,10,0,02
1745,H,JOSÉ FELIPE,10,0,02
1745,H,JOSÉ VÍCTOR,10,0,02
1745,D,JOSEFA CARMEN,10,0,02
1745,H,JUAN FELIPE,10,0,02
1745,H,JUAN LORENZO,10,0,02
1745,H,JUAN MARTÍN,10,0,02
1745,D,JUANA JOSEFA,10,0,02
1745,D,LEONILA,10,0,02
1745,D,LÍRIA/LIRIA,10,0,02
1745,H,LUCINIO,10,0,02
1745,H,LUÍS EDUARDO,10,0,02
1745,D,MACRINA,10,0,02
1745,D,MAMMA,10,0,02
1745,H,MARCELI,10,0,02
1745,H,MARCOS ANTONIO,10,0,02
1745,D,MARGARITA MARÍA,10,0,02
1745,D,MARIA ÀFRICA/MARÍA ÁFRICA,10,0,02
1745,D,MARIA CANDIDA,10,0,02
1745,D,MARIA DE GADOR,10,0,02
1745,D,MARIA DEL CONSUELO,10,0,02
1745,D,MARIA DEL SAGRARIO,10,0,02
1745,D,MARIA ELIA,10,0,02
1745,D,MARIA ELISABETH/MARÍA ELISABETH,10,0,02
1745,D,MARIA ERMITAS,10,0,02
1745,D,MARIA FLORES,10,0,02
1745,D,MARIA GEMA/MARÍA GEMA,10,0,02
1745,D,MARIA ISOLINA,10,0,02
1745,D,MARIA PASTORA/MARÍA PASTORA,10,0,02
1745,D,MARIA PRADO,10,0,02
1745,D,MARIA ROSALIA/MARÍA ROSALÍA,10,0,02
1745,D,MARIA SAN PEDRO,10,0,02
1745,D,MARIA SÍLVIA/MARÍA SILVIA,10,0,02
1745,D,MARIA SONSOLES/MARÍA SONSOLES,10,0,02
1745,D,MARIA VEGA,10,0,02
1745,D,MARIE,10,0,02
1745,D,MARIIA,10,0,02
1745,D,MARION,10,0,02
1745,D,MAURÍCIA/MAURICIA,10,0,02
1745,H,MÀXIM,10,0,02
1745,H,MELQUIADES,10,0,02
1745,H,MICHAEL,10,0,02
1745,H,MICHAEL JOHN,10,0,02
1745,H,MICHELE,10,0,02
1745,H,MIGUEL JOSÉ,10,0,02
1745,H,MIGUEL JUAN,10,0,02
1745,D,NORMA BEATRIZ,10,0,02
1745,D,OLAYA,10,0,02
1745,H,PELEGRIN,10,0,02
1745,D,PRISCILA,10,0,02
1745,H,RAFAEL ANTONIO,10,0,02
1745,H,RAFAEL JOSÉ,10,0,02
1745,D,REBECA,10,0,02
1745,H,ROGELI,10,0,02
1745,D,ROMANA,10,0,02
1745,D,ROSA DEL CARMEN,10,0,02
1745,D,ROSA TERESA,10,0,02
1745,D,ROSARIO MARIA/ROSARIO MARÍA,10,0,02
1745,H,RUFO,10,0,02
1745,H,SALAH,10,0,02
1745,D,SANDRA,10,0,02
1745,D,SILVANA,10,0,02
1745,H,SILVANO,10,0,02
1745,H,TEODOSIO,10,0,02
1745,H,VICENTE JOSÉ,10,0,02
1745,H,VÍCTOR HUGO,10,0,02
1745,H,VINCENZO,10,0,02
1745,H,VIRGINIO,10,0,02
1745,H,WILLIAM,10,0,02
1745,D,ZOULIKHA,10,0,02
1858,D,ALICIA SUSANA,9,0,01
1858,D,ANA LUCÍA,9,0,01
1858,H,ANTONIO CARLOS,9,0,01
1858,H,ANTONIO ENRIQUE,9,0,01
1858,H,ANTONIO PEDRO,9,0,01
1858,D,BEATRIZ MARIA/BEATRIZ MARÍA,9,0,01
1858,H,BERNARD,9,0,01
1858,H,BIBIANO,9,0,01
1858,D,BLANCA CECILIA,9,0,01
1858,H,BRIAN,9,0,01
1858,D,CAMÈLIA/CAMELIA,9,0,01
1858,H,CARLOS ANTONIO,9,0,01
1858,D,CHRISTA,9,0,01
1858,D,CHRISTEL,9,0,01
1858,D,COLETTE,9,0,01
1858,D,CRISANTA,9,0,01
1858,D,CRISTETA,9,0,01
1858,D,DÀLIA/DALIA,9,0,01
1858,D,DELMIRA,9,0,01
1858,H,DOMICIANO,9,0,01
1858,H,EDUARDO JOSÉ,9,0,01
1858,H,ELIGIO,9,0,01
1858,H,ELIO,9,0,01
1858,D,EMELINA,9,0,01
1858,H,EMERIO,9,0,01
1858,H,ENRIQUE JOSÉ,9,0,01
1858,D,ESTHER MARIA/ESTHER MARÍA,9,0,01
1858,H,EUFEMIO,9,0,01
1858,D,FANNY,9,0,01
1858,H,FILIBERTO,9,0,01
1858,D,FLOR DE MARIA,9,0,01
1858,H,FRUTOS,9,0,01
1858,H,GASTÓN,9,0,01
1858,H,GEORGE,9,0,01
1858,D,GEORGETA,9,0,01
1858,D,HADDA,9,0,01
1858,D,HALYNA,9,0,01
1858,H,HANS,9,0,01
1858,D,HAYDEE,9,0,01
1858,D,ILDA,9,0,01
1858,H,ILDEFONS,9,0,01
1858,D,IRIS,9,0,01
1858,H,JAIME ENRIQUE,9,0,01
1858,D,JEMAA,9,0,01
1858,H,JOAN ENRIC,9,0,01
1858,H,JORGE FRANCISCO,9,0,01
1858,H,JOSÉ MARTÍN,9,0,01
1858,D,JOSEFA ROSA,9,0,01
1858,H,JOSEP ANTONIO,9,0,01
1858,H,JUAN GABRIEL,9,0,01
1858,H,JUAN JAVIER,9,0,01
1858,H,JUAN JORGE,9,0,01
1858,H,JUAN JULIÁN,9,0,01
1858,H,JULIO ANTONIO,9,0,01
1858,H,JULIO MANUEL,9,0,01
1858,H,JURGEN,9,0,01
1858,D,LATIFA,9,0,01
1858,D,LÍVIA/LIVIA,9,0,01
1858,H,LLÀTZER,9,0,01
1858,H,LLORENS,9,0,01
1858,D,LOLA,9,0,01
1858,H,LUIS VICENTE,9,0,01
1858,D,MADELEINE,9,0,01
1858,D,MARÍA AGUEDA,9,0,01
1858,D,MARIA BENITA,9,0,01
1858,D,MARIA DE JESUS,9,0,01
1858,D,MARÍA DE LA SOLEDAD,9,0,01
1858,D,MARIA EMMA,9,0,01
1858,D,MARIA FARNES,9,0,01
1858,D,MARIA GERTRUDIS,9,0,01
1858,D,MARIA MARAVILLAS,9,0,01
1858,D,MARIA NELIDA,9,0,01
1858,D,MARIA VIRGÍNIA/MARÍA VIRGINIA,9,0,01
1858,H,MARIO ANTONIO,9,0,01
1858,D,MARTA SUSANA,9,0,01
1858,D,MIRTA,9,0,01
1858,H,MOHAND,9,0,01
1858,D,OROSIA,9,0,01
1858,H,PABLO ANTONIO,9,0,01
1858,D,PAMELA,9,0,01
1858,D,PASIÓN,9,0,01
1858,H,PATROCINIO,9,0,01
1858,H,RAMÓN FRANCISCO,9,0,01
1858,H,RENATO,9,0,01
1858,H,RESTITUTO,9,0,01
1858,H,SANDALIO,9,0,01
1858,H,SERAPIO,9,0,01
1858,D,SERGIA,9,0,01
1858,D,SINFOROSA,9,0,01
1858,H,SOTERO,9,0,01
1858,D,SVITLANA,9,0,01
1858,D,TERESA PILAR,9,0,01
1858,D,THERESE,9,0,01
1858,H,VICENTE ANTONIO,9,0,01
1858,D,VICTÒRIA EUGÈNIA/VICTORIA EUGENIA,9,0,01
1858,D,VIRA,9,0,01
1954,D,ADELA MARIA/ADELA MARÍA,8,0,01
1954,H,AISSA,8,0,01
1954,D,ALCIRA,8,0,01
1954,D,ALÍCIA MARIA/ALICIA MARÍA,8,0,01
1954,D,ANA MARIA DEL CARMEN,8,0,01
1954,D,ANA PILAR,8,0,01
1954,D,ANACLETA,8,0,01
1954,H,ANGEL ENRIQUE,8,0,01
1954,H,ÀNGEL RAMON/ÁNGEL RAMÓN,8,0,01
1954,D,ANIANA,8,0,01
1954,H,ANTON MARIA/ANTÓN MARÍA,8,0,01
1954,D,ANUNCIA,8,0,01
1954,D,ARGIMIRA,8,0,01
1954,H,ASTERIO,8,0,01
1954,D,ATANASIA,8,0,01
1954,D,BELARMINA,8,0,01
1954,D,BENJAMINA,8,0,01
1954,D,CARMEN ISABEL,8,0,01
1954,D,CARMEN MERCEDES,8,0,01
1954,H,CASIMIR,8,0,01
1954,H,CLARO,8,0,01
1954,H,CLAUDE,8,0,01
1954,H,CONSTANTÍ,8,0,01
1954,H,CORNELIO,8,0,01
1954,D,CORONADA,8,0,01
1954,H,DAVID JOHN,8,0,01
1954,D,DONATA,8,0,01
1954,D,DONATILA,8,0,01
1954,H,EDUARDO MANUEL,8,0,01
1954,H,ELISEU,8,0,01
1954,D,ELPIDIA,8,0,01
1954,D,ENCARNACION MARIA,8,0,01
1954,D,ERLINDA,8,0,01
1954,D,EUTIMIA,8,0,01
1954,D,FACUNDA,8,0,01
1954,D,FAUSTA,8,0,01
1954,H,FLORENTIN,8,0,01
1954,H,FRANCESC ASSIS,8,0,01
1954,D,FRANCISCA DOLORES,8,0,01
1954,H,FRANCISCO MARIA,8,0,01
1954,H,FRANCISCO SALVADOR,8,0,01
1954,D,FRUCTUOSA,8,0,01
1954,D,GADOR,8,0,01
1954,H,GAUDENCIO,8,0,01
1954,H,GEORGES,8,0,01
1954,H,GIANCARLO,8,0,01
1954,H,GIORGIO,8,0,01
1954,H,GRACILIANO,8,0,01
1954,H,HANS PETER,8,0,01
1954,H,HILARI,8,0,01
1954,H,HUGO ALBERTO,8,0,01
1954,D,ILSE,8,0,01
1954,H,ISABELINO,8,0,01
1954,H,JAIME RAMON,8,0,01
1954,H,JAN,8,0,01
1954,H,JEAN,8,0,01
1954,H,JOAN BAUTISTA,8,0,01
1954,H,JOAN PERE,8,0,01
1954,H,JOEL,8,0,01
1954,H,JORGE ENRIQUE,8,0,01
1954,D,JORGINA,8,0,01
1954,H,JOSÉ GUILLERMO,8,0,01
1954,H,JOSÉ RAÜL/JOSÉ RAÚL,8,0,01
1954,D,JOSEFA ISABEL,8,0,01
1954,D,JOSEFA PILAR,8,0,01
1954,H,JOSEPH,8,0,01
1954,D,JOSEPHINE,8,0,01
1954,D,JUANA CARMEN,8,0,01
1954,D,JUANA TERESA,8,0,01
1954,D,KATHLEEN,8,0,01
1954,H,LAMBERTO,8,0,01
1954,D,LEOVIGILDA,8,0,01
1954,H,LIBERTO,8,0,01
1954,D,LÍBIA/LIBIA,8,0,01
1954,D,LUCIA MARIA/LUCÍA MARÍA,8,0,01
1954,D,LUTGARDA,8,0,01
1954,H,MANFRED,8,0,01
1954,H,MARCO,8,0,01
1954,D,MARGRIT,8,0,01
1954,D,MARIA ADORACIO,8,0,01
1954,D,MARIA ALEGRIA/MARÍA ALEGRÍA,8,0,01
1954,D,MARIA ALFONSA,8,0,01
1954,D,MARIA ANNA,8,0,01
1954,D,MARIA ARGENTINA/MARÍA ARGENTINA,8,0,01
1954,D,MARIA AUREA,8,0,01
1954,D,MARIA BERNARDA,8,0,01
1954,D,MARIA CELSA,8,0,01
1954,D,MARIA COVADONGA/MARÍA COVADONGA,8,0,01
1954,D,MARIA DE LA ASUNCION,8,0,01
1954,D,MARIA DE LA CONCEPCIÓN/MARÍA DE LA CONCEPCIÓN,8,0,01
1954,D,MARÍA DE LA O,8,0,01
1954,D,MARIA DULCE/MARÍA DULCE,8,0,01
1954,D,MARIA FARNERS/MARÍA FARNERS,8,0,01
1954,D,MARIA FELIPA,8,0,01
1954,D,MARIA GABRIELA/MARÍA GABRIELA,8,0,01
1954,D,MARIA ISAURA,8,0,01
1954,D,MARIA LLUM/MARÍA LLUM,8,0,01
1954,D,MARIA LORENZA,8,0,01
1954,D,MARIA LUCRECIA,8,0,01
1954,D,MARIA PAU/MARÍA PAU,8,0,01
1954,D,MARIA RAMOS,8,0,01
1954,D,MARIA SONIA,8,0,01
1954,H,MARTINIANO,8,0,01
1954,H,MBAREK,8,0,01
1954,D,MELÀNIA/MELANIA,8,0,01
1954,D,MERCEDES MARIA/MERCEDES MARÍA,8,0,01
1954,H,MIGUEL ENRIQUE,8,0,01
1954,H,MIGUEL LUIS,8,0,01
1954,D,MIQUELA,8,0,01
1954,D,NADEZDA,8,0,01
1954,H,NICOLAE,8,0,01
1954,D,OLALLA,8,0,01
1954,D,OLENA,8,0,01
1954,D,ORFELINA,8,0,01
1954,H,PABLO JOSÉ,8,0,01
1954,H,PASQUALE,8,0,01
1954,D,PATRICIA ANN,8,0,01
1954,H,PEDRO ÁNGEL,8,0,01
1954,H,PERE RAMON,8,0,01
1954,H,PHILIPPE,8,0,01
1954,D,PORFIRIA,8,0,01
1954,H,RAMON ENRIQUE,8,0,01
1954,H,ROLF,8,0,01
1954,D,RUPERTA,8,0,01
1954,H,SATURIO,8,0,01
1954,D,SIMONE,8,0,01
1954,D,SOLANGE,8,0,01
1954,H,STEFAN,8,0,01
1954,D,TAMA,8,0,01
1954,D,TAMIMOUNT,8,0,01
1954,D,TAMOU,8,0,01
1954,D,TERESA CARMEN,8,0,01
1954,D,VALÈRIA/VALERIA,8,0,01
1954,D,VILLA,8,0,01
1954,H,VOLODYMYR,8,0,01
1954,D,ZENAIDA,8,0,01
2090,H,ABDUL,7,0,01
2090,H,ADALBERTO,7,0,01
2090,H,ADELIO,7,0,01
2090,H,ALBERTO MANUEL,7,0,01
2090,D,ALINA,7,0,01
2090,D,ALSIRA,7,0,01
2090,D,ANA JOAQUINA,7,0,01
2090,D,ANA JÚLIA/ANA JULIA,7,0,01
2090,H,ANATOLII,7,0,01
2090,D,ANGELES MARIA,7,0,01
2090,D,ANGUSTIA,7,0,01
2090,H,ANTOLIANO,7,0,01
2090,D,ANTONIA PILAR,7,0,01
2090,H,ANTONIO SALVADOR,7,0,01
2090,H,ARÍSTIDES,7,0,01
2090,H,ARSENI,7,0,01
2090,H,ARTEMI,7,0,01
2090,H,ATAULFO,7,0,01
2090,D,AURA,7,0,01
2090,H,AYAD,7,0,01
2090,H,BENICIO,7,0,01
2090,H,BENVINGUT,7,0,01
2090,D,BERNABEA,7,0,01
2090,H,BERND,7,0,01
2090,D,BETTY,7,0,01
2090,H,BRAHIM,7,0,01
2090,D,CALAMANDA,7,0,01
2090,H,CAMIL,7,0,01
2090,H,CANDELARIO,7,0,01
2090,H,CARLOS ARTURO,7,0,01
2090,H,CARLOS FRANCISCO,7,0,01
2090,H,CARLOS MIGUEL,7,0,01
2090,H,CARMEL,7,0,01
2090,D,CARMEN JOSEFA,7,0,01
2090,D,CARMEN LUISA,7,0,01
2090,D,CAROL,7,0,01
2090,D,CATALINA MARIA/CATALINA MARÍA,7,0,01
2090,D,CELERINA,7,0,01
2090,H,CELESTÍ,7,0,01
2090,D,CÈLIA MARIA/CELIA MARÍA,7,0,01
2090,D,CLAUDINE,7,0,01
2090,H,CONSTANTIN,7,0,01
2090,D,CRESENCIA,7,0,01
2090,D,CRISPINA,7,0,01
2090,H,CRISTÒFOL,7,0,01
2090,D,DANIELE,7,0,01
2090,H,DELFINO,7,0,01
2090,H,DIEGO LUIS,7,0,01
2090,D,DINA,7,0,01
2090,D,DIVINA PASTORA,7,0,01
2090,D,DOLORES JOSEFA,7,0,01
2090,H,DUMITRU,7,0,01
2090,H,EDUARDO ALBERTO,7,0,01
2090,H,EDUARDO ANTONIO,7,0,01
2090,H,EDWARD,7,0,01
2090,D,ÈLIANE/ELIANE,7,0,01
2090,D,EMERENCIANA,7,0,01
2090,H,EMILIO JOSÉ,7,0,01
2090,H,ERIC/ÈRIC/ÉRIC,7,0,01
2090,H,ESCOLASTICO,7,0,01
2090,H,ESTANISLAU,7,0,01
2090,H,FELIO,7,0,01
2090,H,FÉLIX JOSÉ,7,0,01
2090,D,FIDENCIA,7,0,01
2090,H,FLORINDO,7,0,01
2090,D,FORTUNATA,7,0,01
2090,D,FRANCA,7,0,01
2090,H,FRANCESC D ASSIS,7,0,01
2090,H,FRANCIS,7,0,01
2090,D,FRANCISCA DE PAULA,7,0,01
2090,D,GIUSEPPINA,7,0,01
2090,H,GUSTAVO ADOLFO,7,0,01
2090,D,HADHOUM,7,0,01
2090,D,HAFIDA,7,0,01
2090,D,HELENE,7,0,01
2090,H,IBRAHIM,7,0,01
2090,D,IDA,7,0,01
2090,H,IGNACIO MARIA/IGNACIO MARÍA,7,0,01
2090,D,ILONA,7,0,01
2090,H,ILUMINADO,7,0,01
2090,D,IRMGARD,7,0,01
2090,D,ISABEL CARMEN,7,0,01
2090,H,ISIDOR,7,0,01
2090,H,JEAN FRANÇOIS,7,0,01
2090,H,JESUS LUIS,7,0,01
2090,H,JOAN ALBERT,7,0,01
2090,H,JOAN IGNASI,7,0,01
2090,H,JORGE JOSÉ,7,0,01
2090,H,JORGE MARÍA,7,0,01
2090,H,JORGE OMAR,7,0,01
2090,H,JOSE DOLORES,7,0,01
2090,H,JOSÉ ESTEBAN,7,0,01
2090,H,JOSÉ JAIME,7,0,01
2090,H,JOSE MARIANO,7,0,01
2090,H,JOSÉ RICARDO,7,0,01
2090,H,JOSÉ SANTIAGO,7,0,01
2090,H,JOSEP ENRIC,7,0,01
2090,H,JOSEP PERE,7,0,01
2090,H,JUAN EMILIO,7,0,01
2090,H,JUAN FÉLIX,7,0,01
2090,H,JUAN JOAQUÍN,7,0,01
2090,H,JULIO ENRIQUE,7,0,01
2090,H,JUST,7,0,01
2090,D,KATERYNA,7,0,01
2090,H,LAHCEN,7,0,01
2090,D,LAUDINA,7,0,01
2090,H,LAUREÀ,7,0,01
2090,H,LIBRADO,7,0,01
2090,D,LIUDMYLA,7,0,01
2090,D,LUCINIA,7,0,01
2090,H,LUIGI,7,0,01
2090,H,LUIS GONZAGA,7,0,01
2090,H,LUIS HUMBERTO,7,0,01
2090,H,LUIS RAFAEL,7,0,01
2090,D,LYUDMILA,7,0,01
2090,D,MAHJOUBA,7,0,01
2090,D,MAMA,7,0,01
2090,H,MANUEL DE JESÚS,7,0,01
2090,H,MANUEL FERNANDO,7,0,01
2090,H,MANUEL IGNACIO,7,0,01
2090,H,MANUEL MIGUEL,7,0,01
2090,H,MANUEL TOMÀS/MANUEL TOMÁS,7,0,01
2090,D,MARCA,7,0,01
2090,D,MARGARITA ROSA,7,0,01
2090,D,MARIA ALEJANDRA/MARÍA ALEJANDRA,7,0,01
2090,D,MARIA AMERICA,7,0,01
2090,D,MARIA ARÀNZAZU/MARÍA ARÁNZAZU,7,0,01
2090,D,MARIA CELINA,7,0,01
2090,D,MARIA DE LA CONCEPCIO,7,0,01
2090,D,MARIA DE LAS HUERTAS,7,0,01
2090,D,MARIA DE LES NEUS,7,0,01
2090,D,MARIA DEL AMPARO,7,0,01
2090,D,MARIA DEL TRANSITO,7,0,01
2090,D,MARIA DULCE NOMBRE,7,0,01
2090,D,MARIA ELIDA,7,0,01
2090,D,MARIA ESMERALDA/MARÍA ESMERALDA,7,0,01
2090,D,MARIA FELICITAS/MARÍA FELICITAS,7,0,01
2090,D,MARIA FILOMENA,7,0,01
2090,D,MARIA GEORGINA/MARÍA GEORGINA,7,0,01
2090,D,MARIA INOCENCIA,7,0,01
2090,D,MARIA ISIDORA,7,0,01
2090,D,MARIA JESUSA,7,0,01
2090,D,MARIA LUCINDA,7,0,01
2090,D,MARIA MICAELA/MARÍA MICAELA,7,0,01
2090,D,MARIA PIA/MARÍA PÍA,7,0,01
2090,D,MARIA TEODORA/MARÍA TEODORA,7,0,01
2090,D,MARIE FRANCE,7,0,01
2090,D,MARILUZ,7,0,01
2090,H,MARTIRIA,7,0,01
2090,D,MATILDE MARIA/MATILDE MARÍA,7,0,01
2090,D,MBARKA,7,0,01
2090,H,MEDIN,7,0,01
2090,H,MHAMMED,7,0,01
2090,D,MICHELLE,7,0,01
2090,H,MIGUEL MANUEL,7,0,01
2090,H,MIGUEL RAMON/MIGUEL RAMÓN,7,0,01
2090,D,MINERVA,7,0,01
2090,D,NATI,7,0,01
2090,D,NÈLIA/NELIA,7,0,01
2090,D,NELIDA BEATRIZ,7,0,01
2090,D,ODETTE,7,0,01
2090,D,ODILE,7,0,01
2090,D,ORENCIA,7,0,01
2090,H,PAOLO,7,0,01
2090,H,PASQUAL,7,0,01
2090,H,PERE ANTONI,7,0,01
2090,H,PIUS,7,0,01
2090,H,QUIRZE,7,0,01
2090,H,RAMIR,7,0,01
2090,H,RAMON ANGEL,7,0,01
2090,D,RAMONA MARIA,7,0,01
2090,D,REGLA,7,0,01
2090,D,ROSA ANTONIA,7,0,01
2090,D,ROSA BLANCA,7,0,01
2090,D,ROSA DE LIMA,7,0,01
2090,D,ROSA MARGARITA,7,0,01
2090,D,ROSE MARIE,7,0,01
2090,H,ROSEND,7,0,01
2090,D,RUTH,7,0,01
2090,H,SABAS,7,0,01
2090,D,SALUDINA,7,0,01
2090,D,SALUSTIANA,7,0,01
2090,D,SANTAS,7,0,01
2090,H,SANTIAGO JOSÉ,7,0,01
2090,D,SARA MARIA/SARA MARÍA,7,0,01
2090,H,SAÜL/SAÚL,7,0,01
2090,H,SEGIMON,7,0,01
2090,D,SFIA,7,0,01
2090,H,SINFORIANO,7,0,01
2090,D,SIRA,7,0,01
2090,D,SÒNIA MARIA/SONIA MARÍA,7,0,01
2090,D,STELLA,7,0,01
2090,H,TAHAR,7,0,01
2090,H,TARSICIO,7,0,01
2090,D,TERESA JOSEFA,7,0,01
2090,D,TIMOTEA,7,0,01
2090,D,TORCUATA,7,0,01
2090,H,VICENTE RAMÓN,7,0,01
2090,D,VIDALINA,7,0,01
2090,D,VILMA,7,0,01
2090,D,VIORICA,7,0,01
2090,H,ZENON,7,0,01
2090,D,ZOILA ROSA,7,0,01
2090,D,ZOYA,7,0,01
2294,H,ABDESSLAM,6,0,00
2294,D,ADA,6,0,00
2294,D,ADOLFA,6,0,00
2294,H,AFRODISIO,6,0,00
2294,H,ALADINO,6,0,00
2294,H,ALAN,6,0,00
2294,H,ALFONSO CARLOS,6,0,00
2294,D,ALICE,6,0,00
2294,D,ALICIA DEL CARMEN,6,0,00
2294,D,ALIDA,6,0,00
2294,D,ALODIA,6,0,00
2294,H,ANATOLY,6,0,00
2294,H,ÀNGEL CARLOS/ÁNGEL CARLOS,6,0,00
2294,H,ÁNGEL PEDRO,6,0,00
2294,D,ANGELIKA,6,0,00
2294,H,ÀNGELO/ÁNGELO,6,0,00
2294,H,ANIANO,6,0,00
2294,H,ANTIDIO,6,0,00
2294,D,ANTONIA CARMEN,6,0,00
2294,H,ANTONIO DE PADUA,6,0,00
2294,D,ARLETTE,6,0,00
2294,H,ASCENSION,6,0,00
2294,D,ASELA,6,0,00
2294,D,AURICA,6,0,00
2294,D,BERTHA,6,0,00
2294,D,BLANCA ESTHER,6,0,00
2294,D,BLANCA NEUS,6,0,00
2294,H,BORIS,6,0,00
2294,H,BOUGHALEB,6,0,00
2294,D,CARLA,6,0,00
2294,H,CARLES ENRIC,6,0,00
2294,H,CARLES MARIA,6,0,00
2294,H,CARLOS HUMBERTO,6,0,00
2294,H,CARLOS JUAN,6,0,00
2294,H,CARLOS VICENTE,6,0,00
2294,D,CARMELITA,6,0,00
2294,D,CARMEN CINTA,6,0,00
2294,D,CAROL ANN,6,0,00
2294,D,CASIANA,6,0,00
2294,H,CÈSAR AUGUSTO/CÉSAR AUGUSTO,6,0,00
2294,H,CHAIB,6,0,00
2294,D,CHANTAL,6,0,00
2294,D,CIRA,6,0,00
2294,D,CIRIACA,6,0,00
2294,D,CORINA,6,0,00
2294,D,CORONA,6,0,00
2294,D,DAGMAR,6,0,00
2294,H,DELFI,6,0,00
2294,H,DELMIRO,6,0,00
2294,H,DEMETRI,6,0,00
2294,D,DENISE,6,0,00
2294,H,DIEGO JOSÉ,6,0,00
2294,D,DOLORES CARMEN,6,0,00
2294,D,DOLORES DEL CARMEN,6,0,00
2294,H,DOMINGO JOSÉ,6,0,00
2294,D,DOMINIQUE,6,0,00
2294,H,DOMINIQUE,6,0,00
2294,D,DULCINEA,6,0,00
2294,D,EDELIA,6,0,00
2294,H,EDUARDO LUIS,6,0,00
2294,H,EFRÈN/EFRÉN,6,0,00
2294,H,EL AYACHI,6,0,00
2294,D,ELEONORA,6,0,00
2294,H,ELIEZER,6,0,00
2294,H,ELISARDO,6,0,00
2294,D,ELLEN,6,0,00
2294,D,ELMA,6,0,00
2294,D,ELVIA,6,0,00
2294,D,EMILIA MARÍA,6,0,00
2294,H,EMILIO LUIS,6,0,00
2294,H,ERNST,6,0,00
2294,D,ESPIRITU SANTO,6,0,00
2294,D,ESTELITA,6,0,00
2294,D,EVELYNE,6,0,00
2294,H,EVENCIO,6,0,00
2294,H,FABRICIANO,6,0,00
2294,D,FADILA,6,0,00
2294,D,FATTOUMA,6,0,00
2294,H,FÈLIX ANTONIO/FÉLIX ANTONIO,6,0,00
2294,D,FETTOUM,6,0,00
2294,D,FIDELINA,6,0,00
2294,H,FLOREAL,6,0,00
2294,H,FLORENTI,6,0,00
2294,D,FRANCISCA PILAR,6,0,00
2294,D,FRANCISCA TERESA,6,0,00
2294,H,FRANCISCO GABRIEL,6,0,00
2294,H,FRANCISCO PEDRO,6,0,00
2294,H,FRANCISCO XABIER,6,0,00
2294,H,FRANÇOIS,6,0,00
2294,D,GAUDENCIA,6,0,00
2294,D,GERARDA,6,0,00
2294,D,GERDA,6,0,00
2294,H,GERHARD,6,0,00
2294,H,GIACOMO,6,0,00
2294,H,GILBERT,6,0,00
2294,D,GISELE,6,0,00
2294,D,GLORIA CARMEN,6,0,00
2294,D,GUDELIA,6,0,00
2294,H,GUNTER,6,0,00
2294,H,HANS JOACHIM,6,0,00
2294,H,HANS JURGEN,6,0,00
2294,D,HEIDE,6,0,00
