Pos.,Sexe,Nom,Rànquing. Freqüència,Rànquing. ‰
2015,H,FAISAL,21,0,03
2015,D,HABIBA,21,0,03
2015,D,HARLEEN,21,0,03
2015,H,ILAI,21,0,03
2015,D,JAMILA,21,0,03
2015,D,JANNATE,21,0,03
2015,D,JOHANNA,21,0,03
2015,H,JOSÉ RAMON/JOSÉ RAMÓN,21,0,03
2015,D,KIMBERLY,21,0,03
2015,H,LASSANA,21,0,03
2015,H,LUCAS DANIEL,21,0,03
2015,D,LUCIA MARIA/LUCÍA MARÍA,21,0,03
2015,H,LUQMAN,21,0,03
2015,H,MAHAMADU,21,0,03
2015,D,MAJDA,21,0,03
2015,D,MAME DIARRA,21,0,03
2015,D,MANREET,21,0,03
2015,D,MARIA GABRIELA/MARÍA GABRIELA,21,0,03
2015,H,MARKUS,21,0,03
2015,D,MIA ISABELLA,21,0,03
2015,D,MIREYA,21,0,03
2015,H,MOHAMED ADAM,21,0,03
2015,H,MUHAMMAD ISMAIL,21,0,03
2015,D,NAIALA,21,0,03
2015,H,NAYAN,21,0,03
2015,H,PACO,21,0,03
2015,D,RITAJE,21,0,03
2015,D,SAIOA,21,0,03
2015,D,SALIMA,21,0,03
2015,D,SALIMATA,21,0,03
2015,D,SAMANTA,21,0,03
2015,H,SAMBA,21,0,03
2015,H,SAMUEL DAVID,21,0,03
2015,D,SOFIA VICTÒRIA/SOFÍA VICTORIA,21,0,03
2015,H,TYLER,21,0,03
2015,D,VIKTORIIA,21,0,03
2015,D,WASSIMA,21,0,03
2015,D,WIDAD,21,0,03
2015,H,YADIEL,21,0,03
2015,D,YARELI,21,0,03
2015,H,YEIKO,21,0,03
2015,H,YUHAO,21,0,03
2015,H,YUXUAN,21,0,03
2073,H,ADNANE,20,0,03
2073,D,ADRIANNA,20,0,03
2073,D,AILEEN,20,0,03
2073,D,AIMA,20,0,03
2073,H,ALAE EDDINE,20,0,03
2073,D,ANI,20,0,03
2073,H,ARSEN,20,0,03
2073,D,ASSIYA,20,0,03
2073,H,BADAR,20,0,03
2073,H,BAKR,20,0,03
2073,H,BASILIO,20,0,03
2073,D,BRISA,20,0,03
2073,H,CARLOS EDUARDO,20,0,03
2073,H,CEDRIC,20,0,03
2073,D,CHAIMAA,20,0,03
2073,D,DAIANA,20,0,03
2073,H,DANIL,20,0,03
2073,D,DAYRA,20,0,03
2073,H,DENZEL,20,0,03
2073,D,DEVA,20,0,03
2073,H,EBRAHIMA,20,0,03
2073,D,EIMY,20,0,03
2073,D,ELEONORA,20,0,03
2073,H,FADI,20,0,03
2073,H,FAUSTO,20,0,03
2073,H,FRANCISCO MANUEL,20,0,03
2073,H,GASPAR,20,0,03
2073,D,GEÒRGIA/GEORGIA,20,0,03
2073,D,GHITA,20,0,03
2073,H,GIACOMO,20,0,03
2073,H,HAITHAM,20,0,03
2073,H,HANS,20,0,03
2073,D,HASNA,20,0,03
2073,H,IDRIS,20,0,03
2073,D,IVONNE,20,0,03
2073,H,JÀSON/JASÓN,20,0,03
2073,H,JOAN DAVID,20,0,03
2073,H,JOAN MANEL,20,0,03
2073,H,JULIO CÈSAR/JULIO CÉSAR,20,0,03
2073,H,JUN,20,0,03
2073,H,JUNYI,20,0,03
2073,D,KADIDIATOU,20,0,03
2073,D,KADIJA,20,0,03
2073,H,KINAN,20,0,03
2073,D,KRISTINA,20,0,03
2073,D,LAURA SOFIA/LAURA SOFÍA,20,0,03
2073,H,LORIEN,20,0,03
2073,D,LOU,20,0,03
2073,H,LUAY,20,0,03
2073,D,LUR,20,0,03
2073,D,MAITANE,20,0,03
2073,D,MALIKA,20,0,03
2073,H,MANRAJ,20,0,03
2073,D,MARIA ALEJANDRA/MARÍA ALEJANDRA,20,0,03
2073,H,MASSIN,20,0,03
2073,H,MOAAD,20,0,03
2073,H,MODIBO,20,0,03
2073,D,MOMINA,20,0,03
2073,H,MOUHAMADOU,20,0,03
2073,D,NAYALA,20,0,03
2073,D,NEILA,20,0,03
2073,H,NIKOLAS,20,0,03
2073,D,NÍOBE/NIOBE,20,0,03
2073,D,NOUHAILA,20,0,03
2073,D,QUIMA,20,0,03
2073,H,RAED,20,0,03
2073,D,RIHANA,20,0,03
2073,H,RUI,20,0,03
2073,H,SAMY,20,0,03
2073,H,SERIGNE FALLOU,20,0,03
2073,D,SHARON,20,0,03
2073,D,SOUHAILA,20,0,03
2073,D,TALIA/TALÍA,20,0,03
2073,D,TESSA,20,0,03
2073,D,TIFFANY,20,0,03
2073,H,ULISSES,20,0,03
2073,D,VALLE,20,0,03
2073,D,VILMA,20,0,03
2073,D,XIMENA,20,0,03
2073,D,YIXIN,20,0,03
2073,H,YIXUAN,20,0,03
2073,H,YUSEF,20,0,03
2073,H,ZAIN,20,0,03
2156,H,ABDELALI,19,0,03
2156,H,ABDELAZIZ,19,0,03
2156,H,ABDELKADER,19,0,03
2156,D,ABRISH,19,0,03
2156,H,ADEI,19,0,03
2156,D,ALAITZ,19,0,03
2156,H,ALEX DAVID/ÀLEX DAVID/ÁLEX DAVID,19,0,03
2156,H,ALFRED,19,0,03
2156,H,ALIOU,19,0,03
2156,D,ALMA MARIA/ALMA MARÍA,19,0,03
2156,D,ANISSA,19,0,03
2156,H,ANTONIO MANUEL,19,0,03
2156,H,ARMAAN,19,0,03
2156,D,AROUA,19,0,03
2156,D,ASINAT,19,0,03
2156,H,AYDEN,19,0,03
2156,D,AYELEN,19,0,03
2156,H,BABACAR,19,0,03
2156,D,BEL,19,0,03
2156,H,BEN,19,0,03
2156,D,CHADA,19,0,03
2156,H,CHEN,19,0,03
2156,D,CHENXI,19,0,03
2156,D,CHOROUK,19,0,03
2156,H,DAVIT,19,0,03
2156,H,DEMIAN/DEMIÁN,19,0,03
2156,D,DÈNIA/DENIA,19,0,03
2156,D,DENISE,19,0,03
2156,D,DENISSE,19,0,03
2156,H,DIEGO ALEXANDER,19,0,03
2156,D,DONIA,19,0,03
2156,H,EDRIC,19,0,03
2156,D,EMILY SOFIA,19,0,03
2156,D,EVELIN,19,0,03
2156,D,FATIHA,19,0,03
2156,D,FATOUMATA BINTA,19,0,03
2156,D,FIDAE,19,0,03
2156,H,FLAVIO,19,0,03
2156,H,FODE,19,0,03
2156,D,GHOFRANE,19,0,03
2156,D,HANANE,19,0,03
2156,H,HENRY,19,0,03
2156,D,IKHLASS,19,0,03
2156,D,INA,19,0,03
2156,D,INARA,19,0,03
2156,H,ISAC,19,0,03
2156,H,ISAI,19,0,03
2156,H,ISHAC,19,0,03
2156,H,JADEL,19,0,03
2156,H,JOAN JOSEP,19,0,03
2156,D,JOSEFINA,19,0,03
2156,H,JUAN MARTÍN,19,0,03
2156,D,JULIE,19,0,03
2156,D,KHAWLA,19,0,03
2156,H,LAHCEN,19,0,03
2156,D,LILI,19,0,03
2156,H,LUIS MARIO,19,0,03
2156,H,MAMADOU LAMINE,19,0,03
2156,D,MARIA ALEXANDRA/MARÍA ALEXANDRA,19,0,03
2156,D,MARLA,19,0,03
2156,D,MAYSAA,19,0,03
2156,H,MOHAMED YASSIR,19,0,03
2156,H,MUHAMMAD ARHAM,19,0,03
2156,H,MUNIR,19,0,03
2156,D,NEU,19,0,03
2156,D,NIEVES,19,0,03
2156,D,NOOR FÀTIMA/NOOR FÁTIMA,19,0,03
2156,H,OTMANE,19,0,03
2156,D,PAU,19,0,03
2156,H,PAVEL,19,0,03
2156,H,PLATON,19,0,03
2156,H,QUER,19,0,03
2156,H,QUIQUE,19,0,03
2156,D,RACHEL,19,0,03
2156,D,ROAA,19,0,03
2156,D,ROMA,19,0,03
2156,D,ROMAYSSA,19,0,03
2156,D,ROSALIA/ROSALÍA,19,0,03
2156,D,RUOXI,19,0,03
2156,H,SALMANE,19,0,03
2156,D,SAVINA,19,0,03
2156,D,SEERAT,19,0,03
2156,D,SOUMAYA,19,0,03
2156,H,SULEIMAN/SULEIMÁN,19,0,03
2156,D,SUSANNA,19,0,03
2156,H,TALHA,19,0,03
2156,D,TIANA,19,0,03
2156,H,UBAY,19,0,03
2156,H,VENTURA,19,0,03
2156,D,VICTÒRIA SOFIA/VICTORIA SOFÍA,19,0,03
2156,D,VIOLANT,19,0,03
2156,H,XABI,19,0,03
2156,D,XINYUE,19,0,03
2156,D,ZIHAN,19,0,03
2250,H,ABUBACARR,18,0,02
2250,D,AHINARA,18,0,02
2250,H,AHREN,18,0,02
2250,D,AILEN,18,0,02
2250,H,ÀLEX GABRIEL/ÁLEX GABRIEL,18,0,02
2250,D,BEGONYA,18,0,02
2250,D,CARMINA,18,0,02
2250,H,CHRIS,18,0,02
2250,H,CRISTOFER/CRÍSTOFER,18,0,02
2250,H,DAVYD,18,0,02
2250,H,DYLAN GABRIEL,18,0,02
2250,H,EDUARD GABRIEL,18,0,02
2250,H,ELIEL,18,0,02
2250,D,ELIZA,18,0,02
2250,D,ELOÏSA/ELOÍSA,18,0,02
2250,H,FARID,18,0,02
2250,D,FATIMA EZZAHRAE,18,0,02
2250,D,FEDERICA,18,0,02
2250,D,FERNANDA,18,0,02
2250,D,GABRIELLE,18,0,02
2250,D,GIULIA MARIA,18,0,02
2250,D,GIULIANA,18,0,02
2250,H,ILIA,18,0,02
2250,H,ISIDRE,18,0,02
2250,H,ISIDRO,18,0,02
2250,D,JANINA,18,0,02
2250,D,JASLEEN,18,0,02
2250,H,JORGE LUIS,18,0,02
2250,H,JOSÉ ANDRÉS,18,0,02
2250,H,JOSÉ FRANCISCO,18,0,02
2250,H,JOSÉ GABRIEL,18,0,02
2250,H,JOSÉ JAVIER,18,0,02
2250,H,JUAN PEDRO,18,0,02
2250,H,JUANJO,18,0,02
2250,D,JULIETTA,18,0,02
2250,H,KIAN,18,0,02
2250,D,KORA,18,0,02
2250,D,LAURA MARIA/LAURA MARÍA,18,0,02
2250,H,LEÒNIDAS/LEÓNIDAS,18,0,02
2250,D,LILYA,18,0,02
2250,D,LLUÏSA,18,0,02
2250,D,MAIKA,18,0,02
2250,H,MALIK,18,0,02
2250,D,MARIA PAZ/MARÍA PAZ,18,0,02
2250,D,MARISOL,18,0,02
2250,H,MICHEL,18,0,02
2250,H,MIHAIL,18,0,02
2250,H,MUSSA,18,0,02
2250,H,NIKOLAI,18,0,02
2250,D,NOHAILA,18,0,02
2250,D,OLATZ,18,0,02
2250,D,RAGHAD,18,0,02
2250,H,ROMA/ROMÀ,18,0,02
2250,D,SABAH,18,0,02
2250,H,SAIF EDDINE,18,0,02
2250,D,SENDA,18,0,02
2250,H,SIRO,18,0,02
2250,D,SONDOS,18,0,02
2250,H,SUBHAN,18,0,02
2250,D,TASNIME,18,0,02
2250,D,TASSNIM,18,0,02
2250,D,URGELL,18,0,02
2250,D,VENUS,18,0,02
2250,H,VIGGO,18,0,02
2250,D,YANA,18,0,02
2250,H,YAROSLAV,18,0,02
2250,D,YIXUAN,18,0,02
2250,D,ZEINAB,18,0,02
2250,D,ZOE VALENTINA,18,0,02
2323,H,AARON DAVID/AARÓN DAVID,17,0,02
2323,D,ABIHA,17,0,02
2323,H,ADEM,17,0,02
2323,H,ADHAM,17,0,02
2323,H,ADRIEN,17,0,02
2323,D,AILIN,17,0,02
2323,D,ALAZNE,17,0,02
2323,H,ALEKSANDRE,17,0,02
2323,D,ANABELLA,17,0,02
2323,D,ANITA,17,0,02
2323,D,ANNAIS/ANNAÏS,17,0,02
2323,D,ANNI,17,0,02
2323,H,ANXO,17,0,02
2323,H,ARKAITZ,17,0,02
2323,D,BAYANE,17,0,02
2323,D,BEATRICE,17,0,02
2323,H,BERENGUER,17,0,02
2323,D,BISMA,17,0,02
2323,D,CAMILA VALENTINA,17,0,02
2323,H,CARLOS MANUEL,17,0,02
2323,D,CELINE,17,0,02
2323,H,CHAHID,17,0,02
2323,D,DAHLIA,17,0,02
2323,H,DAVID ALEXANDRU,17,0,02
2323,H,DEMBA,17,0,02
2323,H,DIEGO JOSÉ,17,0,02
2323,H,DIMAS,17,0,02
2323,D,EDDA,17,0,02
2323,H,ELAN,17,0,02
2323,D,ELDA,17,0,02
2323,D,EMILIE,17,0,02
2323,D,ESHAL,17,0,02
2323,D,FABIANA,17,0,02
2323,H,FILIPPO,17,0,02
2323,D,GHAZAL,17,0,02
2323,H,GLEB,17,0,02
2323,D,GRISELDA,17,0,02
2323,H,GURFATEH,17,0,02
2323,D,GURNOOR,17,0,02
2323,D,HOORIA,17,0,02
2323,H,ILAY,17,0,02
2323,H,ILIASS,17,0,02
2323,D,ISHA,17,0,02
2323,H,ISMAILA,17,0,02
2323,D,ÍTACA,17,0,02
2323,H,IURI,17,0,02
2323,D,JANIS,17,0,02
2323,D,JÈNIFER/JENIFER,17,0,02
2323,H,JIAJUN,17,0,02
2323,H,JUAN BAUTISTA,17,0,02
2323,H,JULIEN,17,0,02
2323,H,JUNXI,17,0,02
2323,H,KAY,17,0,02
2323,H,KENAN,17,0,02
2323,H,KEVIN ALEXANDER,17,0,02
2323,H,KIRAN,17,0,02
2323,D,LAMIAE,17,0,02
2323,D,LAMIS,17,0,02
2323,D,LISBETH,17,0,02
2323,D,LIZI,17,0,02
2323,H,LOUIS,17,0,02
2323,H,LUCIO,17,0,02
2323,H,LUIS ALEJANDRO,17,0,02
2323,D,MABEL,17,0,02
2323,D,MAGDA,17,0,02
2323,D,MARCELA,17,0,02
2323,D,MARIA EDUARDA/MARÍA EDUARDA,17,0,02
2323,H,MATVEI,17,0,02
2323,H,MAURICI,17,0,02
2323,D,MAYAR,17,0,02
2323,H,MIKAEL,17,0,02
2323,H,MIKE,17,0,02
2323,D,MILAGROS,17,0,02
2323,D,MIRAL,17,0,02
2323,H,MONSEF,17,0,02
2323,H,MUHAMMAD AYAAN,17,0,02
2323,D,NATHALY,17,0,02
2323,H,NEITHAN,17,0,02
2323,D,NIEMA,17,0,02
2323,H,NIM,17,0,02
2323,H,PASCUAL,17,0,02
2323,D,RIMA,17,0,02
2323,D,SAFIYA,17,0,02
2323,H,SALVA,17,0,02
2323,H,SEBASTIÁN ALEJANDRO,17,0,02
2323,H,SIMONE,17,0,02
2323,D,SOMAYA,17,0,02
2323,D,SOUJOUD,17,0,02
2323,H,STEFANO,17,0,02
2323,H,SUFIAN,17,0,02
2323,H,THIAGO DANIEL,17,0,02
2323,H,TIRSO,17,0,02
2323,D,XIN YI,17,0,02
2323,H,YADEL,17,0,02
2323,H,YIFAN,17,0,02
2323,H,YIHAO,17,0,02
2323,H,ZIRUI,17,0,02
2420,D,ADAIA,16,0,02
2420,H,ADOLFO,16,0,02
2420,D,AFNANE,16,0,02
2420,H,AKSEL,16,0,02
2420,H,ALDO,16,0,02
2420,D,ALISSON,16,0,02
2420,D,ALIX,16,0,02
2420,D,ALIZA,16,0,02
2420,H,AMAT,16,0,02
2420,H,AMER,16,0,02
2420,H,ANDERSON,16,0,02
2420,D,ANDREA VALENTINA,16,0,02
2420,D,ANISA,16,0,02
2420,D,ANNABEL,16,0,02
2420,D,APRIL,16,0,02
2420,D,ARFA,16,0,02
2420,H,ARMANDO,16,0,02
2420,D,AROLA,16,0,02
2420,H,ARTAI,16,0,02
2420,D,ASHLEY NICOLE,16,0,02
2420,D,ASSINAT,16,0,02
2420,H,AUGUSTO,16,0,02
2420,H,AYAX,16,0,02
2420,H,AYUB,16,0,02
2420,H,AYYAN,16,0,02
2420,H,AZAN,16,0,02
2420,H,BADR EDDINE,16,0,02
2420,D,BALMA,16,0,02
2420,D,BELINDA,16,0,02
2420,D,BERTHA,16,0,02
2420,H,BLAS,16,0,02
2420,D,CARINA,16,0,02
2420,D,CEL,16,0,02
2420,D,DAILA,16,0,02
2420,H,DAVID STEFAN,16,0,02
2420,D,DENISA,16,0,02
2420,D,DIANA MARIA/DIANA MARÍA,16,0,02
2420,H,DYLAN DAVID,16,0,02
2420,H,EGAN,16,0,02
2420,H,EITAN,16,0,02
2420,H,EL MAHDI,16,0,02
2420,D,ELISE,16,0,02
2420,D,EMMA MARIA/EMMA MARÍA,16,0,02
2420,D,EMMA SOFIA/EMMA SOFÍA,16,0,02
2420,D,ENOLA,16,0,02
2420,H,FAIZAN,16,0,02
2420,H,FERAS,16,0,02
2420,H,FERMÍN,16,0,02
2420,H,FOUAD,16,0,02
2420,D,GADEA,16,0,02
2420,H,GERAY,16,0,02
2420,H,GERÓNIMO,16,0,02
2420,H,GIULIO,16,0,02
2420,H,GIUSEPPE,16,0,02
2420,H,HAKIM,16,0,02
2420,D,HALEEMA,16,0,02
2420,H,HASEEB,16,0,02
2420,D,HERA,16,0,02
2420,D,HUDA,16,0,02
2420,H,IBAN,16,0,02
2420,D,IBETH,16,0,02
2420,H,IDRISS,16,0,02
2420,D,IHSSANE,16,0,02
2420,D,IRENA,16,0,02
2420,D,JASMEEN,16,0,02
2420,H,JEP,16,0,02
2420,H,JERONI,16,0,02
2420,H,JOAN MIQUEL,16,0,02
2420,H,JOSEP ORIOL,16,0,02
2420,H,JUNJIE,16,0,02
2420,D,KHOULOUD,16,0,02
2420,H,KIRIAN,16,0,02
2420,H,KONSTANTIN,16,0,02
2420,H,KRISTIAN,16,0,02
2420,D,KYLIE,16,0,02
2420,D,LAVÍNIA/LAVINIA,16,0,02
2420,H,LEONID,16,0,02
2420,D,LIANA,16,0,02
2420,D,LLÚCIA,16,0,02
2420,H,LUIS ENRIQUE,16,0,02
2420,D,MAFALDA,16,0,02
2420,H,MATE,16,0,02
2420,H,MATHEUS,16,0,02
2420,H,MEL,16,0,02
2420,D,MIA ALEXANDRA,16,0,02
2420,D,MIA VICTÒRIA/MIA VICTORIA,16,0,02
2420,H,MOHAMADOU,16,0,02
2420,H,MOHAMED YASSINE,16,0,02
2420,H,MUHAMMAD AHMED,16,0,02
2420,H,MUHAMMAD ANAS,16,0,02
2420,H,MUHAMMAD AZAAN,16,0,02
2420,H,MUHAMMAD UMAR,16,0,02
2420,D,NAJLAE,16,0,02
2420,H,NAZAN,16,0,02
2420,H,NEHUEN,16,0,02
2420,D,NELLY,16,0,02
2420,H,NIKOLA,16,0,02
2420,D,NONNA,16,0,02
2420,H,OUASSIM,16,0,02
2420,D,PAMELA,16,0,02
2420,D,PENÈLOPE/PENÉLOPE,16,0,02
2420,H,RAYHAN,16,0,02
2420,D,RAZANE,16,0,02
2420,D,REBECA MARIA/REBECA MARÍA,16,0,02
2420,D,REHAB,16,0,02
2420,D,RIMAS,16,0,02
2420,D,ROSE,16,0,02
2420,D,ROUDAYNA,16,0,02
2420,H,SAIM,16,0,02
2420,H,SARIM,16,0,02
2420,D,SHAMS,16,0,02
2420,D,SIMAN,16,0,02
2420,H,STANISLAV,16,0,02
2420,H,TEIX,16,0,02
2420,H,TIMOFEI,16,0,02
2420,H,TRAVIS,16,0,02
2420,H,VADIM,16,0,02
2420,H,VOLODYMYR,16,0,02
2420,D,WARDA,16,0,02
2420,D,WENDY,16,0,02
2420,H,YAN,16,0,02
2420,D,YASSMINA,16,0,02
2420,H,YAZAN,16,0,02
2420,D,YIHAN,16,0,02
2420,D,YOMARA,16,0,02
2420,H,YUSSEF,16,0,02
2420,D,ZAHIRA,16,0,02
2420,D,ZULEMA,16,0,02
2548,H,AARAV,15,0,02
2548,D,ABEEHA,15,0,02
2548,D,AINE,15,0,02
2548,D,AITZIBER,15,0,02
2548,H,AKIRA,15,0,02
2548,D,ALAYA,15,0,02
2548,H,AMADEU,15,0,02
2548,D,ANA BELÉN,15,0,02
2548,D,ANAÏS MARIA,15,0,02
2548,H,ANDI,15,0,02
2548,H,BENET,15,0,02
2548,H,BOI,15,0,02
2548,H,BRUCE,15,0,02
2548,H,CAMIL,15,0,02
2548,D,CAROLA,15,0,02
2548,D,CASSANDRA,15,0,02
2548,D,CHANEL,15,0,02
2548,D,CHLOE VALENTINA,15,0,02
2548,D,CIRA,15,0,02
2548,D,CONSTANZA,15,0,02
2548,D,CORAYMA,15,0,02
2548,H,CRISTHIAN,15,0,02
2548,H,DANILO,15,0,02
2548,H,DAREL,15,0,02
2548,H,DARIUS GABRIEL,15,0,02
2548,H,DOMINGO,15,0,02
2548,D,DULCE,15,0,02
2548,H,DYLAN ANDRÉS,15,0,02
2548,H,DYLAN JOSUE,15,0,02
2548,H,EDUARD ANDREI,15,0,02
2548,D,ELEA,15,0,02
2548,D,ELGA,15,0,02
2548,D,ELIN,15,0,02
2548,D,ELLEN,15,0,02
2548,D,EMAAN,15,0,02
2548,D,EMI,15,0,02
2548,H,EMILI,15,0,02
2548,D,EMMA VICTORIA,15,0,02
2548,H,ENDER,15,0,02
2548,H,ERIC ANDREI,15,0,02
2548,H,EUGENIO,15,0,02
2548,D,FAIZA,15,0,02
2548,D,FAJAR,15,0,02
2548,H,FERNANDO JOSÉ,15,0,02
2548,D,FRANCINA,15,0,02
2548,D,GÀLIA/GALIA,15,0,02
2548,H,GIORGIO,15,0,02
2548,H,HAMID,15,0,02
2548,H,HAOCHEN,15,0,02
2548,D,HAREEM FATIMA,15,0,02
2548,D,HARGUN,15,0,02
2548,H,HASHIM,15,0,02
2548,D,HODA,15,0,02
2548,H,IAN DAVID,15,0,02
2548,D,IBTISAM,15,0,02
2548,H,ILYA,15,0,02
2548,D,IQRA,15,0,02
2548,H,ISAAK,15,0,02
2548,D,ISABELLA VALENTINA,15,0,02
2548,H,ISAK,15,0,02
2548,D,JASMINA,15,0,02
2548,H,JOREL,15,0,02
2548,H,JOSÉ CARLOS,15,0,02
2548,D,JOY,15,0,02
2548,D,KENDRA,15,0,02
2548,H,KEYLOR,15,0,02
2548,H,LANDER,15,0,02
2548,D,LEXA,15,0,02
2548,D,LINET,15,0,02
2548,H,LUAR,15,0,02
2548,D,LUCY,15,0,02
2548,H,LUIS CARLOS,15,0,02
2548,H,LUIS DANIEL,15,0,02
2548,D,MAISSAE,15,0,02
2548,D,MALAIKA,15,0,02
2548,H,MAMOUDOU,15,0,02
2548,H,MANVEER,15,0,02
2548,H,MARC ALEXANDER,15,0,02
2548,H,MARC DANIEL,15,0,02
2548,D,MARIA ROSA/MARÍA ROSA,15,0,02
2548,H,MARIANO,15,0,02
2548,D,MEGHAN,15,0,02
2548,H,MIQUEL ÀNGEL/MIQUEL ÁNGEL,15,0,02
2548,H,MOHAMMED REDA,15,0,02
2548,H,MUHAMMAD AYAN,15,0,02
2548,H,MUHAMMAD IBRAHEEM,15,0,02
2548,H,MUHAMMAD SAAD,15,0,02
2548,D,MUSKAN,15,0,02
2548,H,NASREDDINE,15,0,02
2548,H,NATAN/NATÁN,15,0,02
2548,H,NAZAR,15,0,02
2548,H,NELSON,15,0,02
2548,H,NICCOLO,15,0,02
2548,D,NICOLLE,15,0,02
2548,D,NÍDIA/NIDIA,15,0,02
2548,H,NIKOLAY,15,0,02
2548,H,NIKOLOZI,15,0,02
2548,H,NILO,15,0,02
2548,D,NIMRAT,15,0,02
2548,D,OLEKSANDRA,15,0,02
2548,D,OUISSAL,15,0,02
2548,D,PAULA VALENTINA,15,0,02
2548,H,PEDRO JOSÉ,15,0,02
2548,D,PEPA,15,0,02
2548,D,RADIA,15,0,02
2548,H,RAGNAR,15,0,02
2548,D,REHAM,15,0,02
2548,H,ROCK,15,0,02
2548,H,SAFUAN,15,0,02
2548,H,SALAHEDDINE,15,0,02
2548,H,SANTIAGO ANDRÉS,15,0,02
2548,H,SANTOS,15,0,02
2548,D,SEHAJPREET,15,0,02
2548,D,SOFIA ALEXANDRA/SOFÍA ALEXANDRA,15,0,02
2548,H,SOHAIL,15,0,02
2548,D,SOJOUD,15,0,02
2548,D,SOUMIA,15,0,02
2548,D,STEPHANIE,15,0,02
2548,D,TEA,15,0,02
2548,H,THIAGO ALEJANDRO,15,0,02
2548,H,TOMMASO,15,0,02
2548,H,VICENT,15,0,02
2548,H,VÍCTOR DANIEL,15,0,02
2548,D,VITTORIA,15,0,02
2548,D,WALAE,15,0,02
2548,D,WASSILA,15,0,02
2548,D,YANELA,15,0,02
2548,H,YAYA,15,0,02
2548,H,YIHANG,15,0,02
2548,D,YINA,15,0,02
2548,H,ZAKHAR,15,0,02
2548,D,ZAYRA,15,0,02
2548,H,ZOUHIR,15,0,02
2681,H,ABDALLAH,14,0,02
2681,H,ABDESLAM,14,0,02
2681,H,ABIEL,14,0,02
2681,H,ABU BAKR,14,0,02
2681,H,ADAHY,14,0,02
2681,H,AGER,14,0,02
2681,H,AIMRAN,14,0,02
2681,D,AINHOA VALENTINA,14,0,02
2681,H,AIRAN,14,0,02
2681,D,ALBA LUCÍA,14,0,02
2681,H,ALEJANDRO DANIEL,14,0,02
2681,H,ALEJANDRO DAVID,14,0,02
2681,H,ALEJANDRO JAVIER,14,0,02
2681,H,ALLEN,14,0,02
2681,H,AMAR,14,0,02
2681,H,AMETS,14,0,02
2681,D,AMI,14,0,02
2681,D,ANA JÚLIA/ANA JULIA,14,0,02
2681,H,ÀNGEL JESÚS/ÁNGEL JESÚS,14,0,02
2681,D,ÀNGELA MARIA/ÁNGELA MARÍA,14,0,02
2681,H,AQUILES,14,0,02
2681,D,ARIANA MARIA,14,0,02
2681,H,ASHER,14,0,02
2681,D,ASHLY,14,0,02
2681,H,AYRTON,14,0,02
2681,D,AZUL,14,0,02
2681,H,BADREDDINE,14,0,02
2681,D,BASMALA,14,0,02
2681,H,BENJAMÍ,14,0,02
2681,D,BLESSING,14,0,02
2681,D,BRITTANY,14,0,02
2681,H,BRYANT,14,0,02
2681,H,CARLOS ALBERTO,14,0,02
2681,H,CHENYU,14,0,02
2681,D,CHLOE MARIA/CHLOE MARÍA,14,0,02
2681,H,CLIMENT,14,0,02
2681,H,CRISTIÁN DAVID,14,0,02
2681,H,DANYLO,14,0,02
2681,H,DAOUDA,14,0,02
2681,H,DIDIER,14,0,02
2681,H,DIEGO ANDRÉS,14,0,02
2681,H,DRAC,14,0,02
2681,D,DUA FATIMA,14,0,02
2681,D,DUNYA,14,0,02
2681,H,DYLAN ALEJANDRO,14,0,02
2681,H,EDOARDO,14,0,02
2681,H,ELM,14,0,02
2681,H,ENEA,14,0,02
2681,D,EYLA,14,0,02
2681,H,EZIO,14,0,02
2681,H,FALLOU,14,0,02
2681,H,FELIP,14,0,02
2681,H,GABRIEL ALEXANDER,14,0,02
2681,H,GASTÓN,14,0,02
2681,H,GEORGE,14,0,02
2681,H,GEORGI,14,0,02
2681,D,HADIL,14,0,02
2681,D,HAMNA,14,0,02
2681,H,HAN,14,0,02
2681,H,HAROUNA,14,0,02
2681,D,HOUYAM,14,0,02
2681,H,HUZAIFA,14,0,02
2681,H,IANIS,14,0,02
2681,D,ICHRAK,14,0,02
2681,D,IRAYA,14,0,02
2681,H,ISAM,14,0,02
2681,D,IULIA,14,0,02
2681,D,IUNE,14,0,02
2681,H,JASNOOR,14,0,02
2681,H,JESÚS DAVID,14,0,02
2681,D,JIAHUI,14,0,02
2681,D,JOAQUINA,14,0,02
2681,D,JOHANA,14,0,02
2681,H,JOU,14,0,02
2681,H,JUAN GABRIEL,14,0,02
2681,H,JULES,14,0,02
2681,D,KAIRA,14,0,02
2681,H,KAREL,14,0,02
2681,D,KEYRA,14,0,02
2681,D,KHADIDIATOU,14,0,02
2681,H,KIKE,14,0,02
2681,D,LETIZIA,14,0,02
2681,H,LIAM DAVID,14,0,02
2681,H,LUIS ANTONIO,14,0,02
2681,D,LYS,14,0,02
2681,H,MADDOX,14,0,02
2681,D,MALVA,14,0,02
2681,H,MANUEL ALEJANDRO,14,0,02
2681,D,MARIA ISABELLA/MARÍA ISABELLA,14,0,02
2681,D,MARIA LUZ/MARÍA LUZ,14,0,02
2681,H,MARTINO,14,0,02
2681,H,MATTHIAS,14,0,02
2681,H,MHAMED,14,0,02
2681,D,MIRA,14,0,02
2681,D,MIRHA,14,0,02
2681,H,MIRKO,14,0,02
2681,D,NAARA,14,0,02
2681,D,NANA,14,0,02
